"year","nna_code","industry","item","share_in_output","gross_output","imputed_share"
1964,"325","Chemical products","Compensation of employees",0.19089207735496,33.6,TRUE
1964,"325","Chemical products","Gross operating surplus",0.228789769182782,33.6,TRUE
1964,"325","Chemical products","Taxes on production and imports less subsidies",0.00888958203368684,33.6,TRUE
1964,"325","Chemical products","Intermediate inputs",0.571428571428571,33.6,FALSE
1964,"326","Plastics and rubber products","Compensation of employees",0.351956882775045,9.7,TRUE
1964,"326","Plastics and rubber products","Gross operating surplus",0.172719581361828,9.7,TRUE
1964,"326","Plastics and rubber products","Taxes on production and imports less subsidies",0.011406010089932,9.7,TRUE
1964,"326","Plastics and rubber products","Intermediate inputs",0.463917525773196,9.7,FALSE
1964,"42","Wholesale trade","Compensation of employees",0.443261044155276,52.4,TRUE
1964,"42","Wholesale trade","Gross operating surplus",0.180280476318802,52.4,TRUE
1964,"42","Wholesale trade","Taxes on production and imports less subsidies",0.195446929088479,52.4,TRUE
1964,"42","Wholesale trade","Intermediate inputs",0.181297709923664,52.4,FALSE
1964,"44RT","Retail trade","Compensation of employees",0.371422182165631,85.3,TRUE
1964,"44RT","Retail trade","Gross operating surplus",0.127410567260061,85.3,TRUE
1964,"44RT","Retail trade","Taxes on production and imports less subsidies",0.114474584770514,85.3,TRUE
1964,"44RT","Retail trade","Intermediate inputs",0.386869871043376,85.3,FALSE
1964,"481","Air transportation","Compensation of employees",0.252057613168724,4.8,TRUE
1964,"481","Air transportation","Gross operating surplus",0.108024691358025,4.8,TRUE
1964,"481","Air transportation","Taxes on production and imports less subsidies",0.0565843621399177,4.8,TRUE
1964,"481","Air transportation","Intermediate inputs",0.583333333333333,4.8,FALSE
1964,"482","Rail transportation","Compensation of employees",0.571891979563701,11.8,TRUE
1964,"482","Rail transportation","Gross operating surplus",0.139648041521369,11.8,TRUE
1964,"482","Rail transportation","Taxes on production and imports less subsidies",-0.016624766847782,11.8,TRUE
1964,"482","Rail transportation","Intermediate inputs",0.305084745762712,11.8,FALSE
1964,"483","Water transportation","Compensation of employees",0.214285714285714,3,TRUE
1964,"483","Water transportation","Gross operating surplus",0.111111111111111,3,TRUE
1964,"483","Water transportation","Taxes on production and imports less subsidies",0.00793650793650794,3,TRUE
1964,"483","Water transportation","Intermediate inputs",0.666666666666667,3,FALSE
1964,"484","Truck transportation","Compensation of employees",0.361746727967729,12.7,TRUE
1964,"484","Truck transportation","Gross operating surplus",0.162905811270236,12.7,TRUE
1964,"484","Truck transportation","Taxes on production and imports less subsidies",0.0119783684757526,12.7,TRUE
1964,"484","Truck transportation","Intermediate inputs",0.464566929133858,12.7,FALSE
1964,"485","Transit and ground passenger transportation","Compensation of employees",0.327789327789328,3.9,TRUE
1964,"485","Transit and ground passenger transportation","Gross operating surplus",0.213444213444213,3.9,TRUE
1964,"485","Transit and ground passenger transportation","Taxes on production and imports less subsidies",0.0228690228690229,3.9,TRUE
1964,"485","Transit and ground passenger transportation","Intermediate inputs",0.435897435897436,3.9,FALSE
1964,"486","Pipeline transportation","Compensation of employees",0.206349206349206,1.6,TRUE
1964,"486","Pipeline transportation","Gross operating surplus",0.253968253968254,1.6,TRUE
1964,"486","Pipeline transportation","Taxes on production and imports less subsidies",0.0396825396825397,1.6,TRUE
1964,"486","Pipeline transportation","Intermediate inputs",0.5,1.6,FALSE
1964,"487OS","Other transportation and support activities","Compensation of employees",0.490957966764418,7.2,TRUE
1964,"487OS","Other transportation and support activities","Gross operating surplus",0.167644183773216,7.2,TRUE
1964,"487OS","Other transportation and support activities","Taxes on production and imports less subsidies",0.0219534050179211,7.2,TRUE
1964,"487OS","Other transportation and support activities","Intermediate inputs",0.319444444444444,7.2,FALSE
1964,"493","Warehousing and storage","Compensation of employees",0.688995215311005,1.9,TRUE
1964,"493","Warehousing and storage","Gross operating surplus",0.145454545454545,1.9,TRUE
1964,"493","Warehousing and storage","Taxes on production and imports less subsidies",0.0076555023923445,1.9,TRUE
1964,"493","Warehousing and storage","Intermediate inputs",0.157894736842105,1.9,FALSE
1964,"512","Theaters, motion pictures, and sound recording","Compensation of employees",0.199110671936759,4.4,TRUE
1964,"512","Theaters, motion pictures, and sound recording","Gross operating surplus",0.487565876152833,4.4,TRUE
1964,"512","Theaters, motion pictures, and sound recording","Taxes on production and imports less subsidies",0.0153162055335968,4.4,TRUE
1964,"512","Theaters, motion pictures, and sound recording","Intermediate inputs",0.295454545454545,4.4,FALSE
1964,"513","Broadcasting and telecommunications","Compensation of employees",0.254644000985464,21,TRUE
1964,"513","Broadcasting and telecommunications","Gross operating surplus",0.39213036286207,21,TRUE
1964,"513","Broadcasting and telecommunications","Taxes on production and imports less subsidies",0.0775701263506141,21,TRUE
1964,"513","Broadcasting and telecommunications","Intermediate inputs",0.276190476190476,21,FALSE
1964,"51C54","Computer, data processing, internet publishing, and other information services","Compensation of employees",0.484596967278532,3.5,TRUE
1964,"51C54","Computer, data processing, internet publishing, and other information services","Gross operating surplus",0.135195530726257,3.5,TRUE
1964,"51C54","Computer, data processing, internet publishing, and other information services","Taxes on production and imports less subsidies",0.0105347166799681,3.5,TRUE
1964,"51C54","Computer, data processing, internet publishing, and other information services","Intermediate inputs",0.371428571428571,3.5,FALSE
1964,"521CI","Federal Reserve banks, credit intermediation, and related activities","Compensation of employees",0.25990099009901,20.2,TRUE
1964,"521CI","Federal Reserve banks, credit intermediation, and related activities","Gross operating surplus",0.316313608104996,20.2,TRUE
1964,"521CI","Federal Reserve banks, credit intermediation, and related activities","Taxes on production and imports less subsidies",0.013297259958554,20.2,TRUE
1964,"521CI","Federal Reserve banks, credit intermediation, and related activities","Intermediate inputs",0.410891089108911,20.2,FALSE
1964,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Compensation of employees",0.246368545136512,5.4,TRUE
1964,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Gross operating surplus",0.0960909574872614,5.4,TRUE
1964,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Taxes on production and imports less subsidies",0.010114837630238,5.4,TRUE
1964,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Intermediate inputs",0.648148148148148,5.4,FALSE
1964,"524","Insurance carriers and related activities","Compensation of employees",0.387290857663359,20.4,TRUE
1964,"524","Insurance carriers and related activities","Gross operating surplus",0.0775864135385205,20.4,TRUE
1964,"524","Insurance carriers and related activities","Taxes on production and imports less subsidies",0.0596325327196893,20.4,TRUE
1964,"524","Insurance carriers and related activities","Intermediate inputs",0.475490196078431,20.4,FALSE
1964,"531","Real estate","Compensation of employees",0.0450692005037146,77.6,TRUE
1964,"531","Real estate","Gross operating surplus",0.688630872402345,77.6,TRUE
1964,"531","Real estate","Taxes on production and imports less subsidies",0.116649695421379,77.6,TRUE
1964,"531","Real estate","Intermediate inputs",0.149484536082474,77.6,FALSE
1964,"532RL","Rental and leasing services and lessors of intangible assets","Compensation of employees",0.144295743170405,7.3,TRUE
1964,"532RL","Rental and leasing services and lessors of intangible assets","Gross operating surplus",0.575710567139063,7.3,TRUE
1964,"532RL","Rental and leasing services and lessors of intangible assets","Taxes on production and imports less subsidies",0.0471169773617648,7.3,TRUE
1964,"532RL","Rental and leasing services and lessors of intangible assets","Intermediate inputs",0.232876712328767,7.3,FALSE
1964,"5411","Legal services","Compensation of employees",0.311467246140613,7.4,TRUE
1964,"5411","Legal services","Gross operating surplus",0.234573769749649,7.4,TRUE
1964,"5411","Legal services","Taxes on production and imports less subsidies",0.035040065190819,7.4,TRUE
1964,"5411","Legal services","Intermediate inputs",0.418918918918919,7.4,FALSE
1964,"5412OP","Miscellaneous professional, scientific, and technical services","Compensation of employees",0.348449979694057,16.6,TRUE
1964,"5412OP","Miscellaneous professional, scientific, and technical services","Gross operating surplus",0.223771490456207,16.6,TRUE
1964,"5412OP","Miscellaneous professional, scientific, and technical services","Taxes on production and imports less subsidies",0.0064979017192365,16.6,TRUE
1964,"5412OP","Miscellaneous professional, scientific, and technical services","Intermediate inputs",0.421686746987952,16.6,FALSE
1964,"55","Management of companies and public relations","Compensation of employees",0.534590965482011,14.2,TRUE
1964,"55","Management of companies and public relations","Gross operating surplus",0.134988688608334,14.2,TRUE
1964,"55","Management of companies and public relations","Taxes on production and imports less subsidies",0.0205611909800774,14.2,TRUE
1964,"55","Management of companies and public relations","Intermediate inputs",0.309859154929577,14.2,FALSE
1964,"56","Administrative, support, and other business services","Compensation of employees",0.463956795769795,9.1,TRUE
1964,"56","Administrative, support, and other business services","Gross operating surplus",0.190321650982996,9.1,TRUE
1964,"56","Administrative, support, and other business services","Taxes on production and imports less subsidies",0.0160512235768792,9.1,TRUE
1964,"56","Administrative, support, and other business services","Intermediate inputs",0.32967032967033,9.1,FALSE
1964,"61","Educational services","Compensation of employees",0.466950959488273,6.7,TRUE
1964,"61","Educational services","Gross operating surplus",0.0479744136460554,6.7,TRUE
1964,"61","Educational services","Taxes on production and imports less subsidies",0.0223880597014925,6.7,TRUE
1964,"61","Educational services","Intermediate inputs",0.462686567164179,6.7,FALSE
1964,"621","Ambulatory health care services","Compensation of employees",0.406338694418165,14,TRUE
1964,"621","Ambulatory health care services","Gross operating surplus",0.159413434247871,14,TRUE
1964,"621","Ambulatory health care services","Taxes on production and imports less subsidies",0.00567644276253548,14,TRUE
1964,"621","Ambulatory health care services","Intermediate inputs",0.428571428571429,14,FALSE
1964,"622HO","Hospitals and nursing and residential care facilities","Compensation of employees",0.639485331021581,10.1,TRUE
1964,"622HO","Hospitals and nursing and residential care facilities","Gross operating surplus",0.077656613587626,10.1,TRUE
1964,"622HO","Hospitals and nursing and residential care facilities","Taxes on production and imports less subsidies",0.0162065976182872,10.1,TRUE
1964,"622HO","Hospitals and nursing and residential care facilities","Intermediate inputs",0.267326732673267,10.1,FALSE
1964,"624","Social assistance","Compensation of employees",0.670859538784067,1.2,TRUE
1964,"624","Social assistance","Gross operating surplus",0.151991614255765,1.2,TRUE
1964,"624","Social assistance","Taxes on production and imports less subsidies",0.010482180293501,1.2,TRUE
1964,"624","Social assistance","Intermediate inputs",0.166666666666667,1.2,FALSE
1964,"71","All recreation industries","Compensation of employees",0.339818763326226,6.7,TRUE
1964,"71","All recreation industries","Gross operating surplus",0.271855010660981,6.7,TRUE
