"year","code_industry","industry","aggregate","value"
1966,"212","Mining, except oil and gas","Total Intermediate",4728
1966,"23","Construction","Total Intermediate",48094
1966,"22","Utilities","Total Intermediate",9116
1966,"321","Wood products","Total Intermediate",6005
1966,"327","Nonmetallic mineral products","Total Intermediate",7306
1966,"331","Primary metals","Total Intermediate",27712
1966,"332","Fabricated metal products","Total Intermediate",20094
1966,"333","Machinery","Total Intermediate",17642
1966,"334","Computer and electronic products","Total Intermediate",19573
1966,"335","Electrical equipment, appliances, and components","Total Intermediate",10468
1966,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",39988
1966,"3364OT","Other transportation equipment","Total Intermediate",13750
1966,"337","Furniture and related products","Total Intermediate",3916
1966,"339","Miscellaneous manufacturing","Total Intermediate",7161
1966,"311FT","Food and beverage and tobacco products","Total Intermediate",61810
1966,"313TT","Textile mills and textile product mills","Total Intermediate",14812
1966,"315AL","Apparel and leather and allied products","Total Intermediate",16870
1966,"322","Paper products","Total Intermediate",12112
1966,"323PPI","Printing, publishing, and related","Total Intermediate",11296
1966,"324","Petroleum and coal products","Total Intermediate",17407
1966,"325","Chemical products","Total Intermediate",23114
1966,"326","Plastics and rubber products","Total Intermediate",5532
1966,"42","Wholesale trade","Total Intermediate",16415
1966,"44RT","Retail trade","Total Intermediate",36571
1966,"481","Air transportation","Total Intermediate",3704
1966,"482","Rail transportation","Total Intermediate",3819
1966,"483","Water transportation","Total Intermediate",2499
1966,"484","Truck transportation","Total Intermediate",6761
1966,"485","Transit and ground passenger transportation","Total Intermediate",1796
1966,"486","Pipeline transportation","Total Intermediate",1029
1966,"487OS","Other transportation and support activities","Total Intermediate",2597
1966,"493","Warehousing and storage","Total Intermediate",342
1966,"512","Theaters, motion pictures, and sound recording","Total Intermediate",1411
1966,"513","Broadcasting and telecommunications","Total Intermediate",6925
1966,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",1919
1966,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",9609
1966,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",4188
1966,"524","Insurance carriers and related activities","Total Intermediate",11695
1966,"531","Real estate","Total Intermediate",15537
1966,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",955
1966,"5411","Legal services","Total Intermediate",3764
1966,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",8495
1966,"55","Management of companies and public relations","Total Intermediate",5259
1966,"56","Administrative, support, and other business services","Total Intermediate",3923
1966,"61","Educational services","Total Intermediate",3912
1966,"621","Ambulatory health care services","Total Intermediate",6223
1966,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",3503
1966,"624","Social assistance","Total Intermediate",458
1966,"71","All recreation industries","Total Intermediate",2468
1966,"721","Accomodation","Total Intermediate",2518
1966,"722","Food services and drinking places","Total Intermediate",13841
1966,"81","Other services, except government","Total Intermediate",13001
1966,"G","All government","Total Intermediate",40359
1966,"111CA","Farms","Total Value Added",20826
1966,"113FF","Forestry, fishing, and related activities","Total Value Added",2610
1966,"211","Oil and gas extraction","Total Value Added",6112
1966,"212","Mining, except oil and gas","Total Value Added",4487
1966,"23","Construction","Total Value Added",37782
1966,"22","Utilities","Total Value Added",16690
1966,"321","Wood products","Total Value Added",3546
1966,"327","Nonmetallic mineral products","Total Value Added",6708
1966,"331","Primary metals","Total Value Added",17621
1966,"332","Fabricated metal products","Total Value Added",16807
1966,"333","Machinery","Total Value Added",20234
1966,"334","Computer and electronic products","Total Value Added",13924
1966,"335","Electrical equipment, appliances, and components","Total Value Added",9212
1966,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",20390
1966,"3364OT","Other transportation equipment","Total Value Added",14567
1966,"337","Furniture and related products","Total Value Added",3772
1966,"339","Miscellaneous manufacturing","Total Value Added",4731
1966,"311FT","Food and beverage and tobacco products","Total Value Added",25458
1966,"313TT","Textile mills and textile product mills","Total Value Added",7103
1966,"315AL","Apparel and leather and allied products","Total Value Added",8536
1966,"322","Paper products","Total Value Added",8267
1966,"323PPI","Printing, publishing, and related","Total Value Added",11313
1966,"324","Petroleum and coal products","Total Value Added",3227
1966,"325","Chemical products","Total Value Added",17163
1966,"326","Plastics and rubber products","Total Value Added",6459
1966,"42","Wholesale trade","Total Value Added",50911
1966,"44RT","Retail trade","Total Value Added",60466
1966,"481","Air transportation","Total Value Added",2770
1966,"482","Rail transportation","Total Value Added",9155
1966,"483","Water transportation","Total Value Added",1188
1966,"484","Truck transportation","Total Value Added",8160
1966,"485","Transit and ground passenger transportation","Total Value Added",2456
1966,"486","Pipeline transportation","Total Value Added",855
1966,"487OS","Other transportation and support activities","Total Value Added",5824
1966,"493","Warehousing and storage","Total Value Added",1942
1966,"512","Theaters, motion pictures, and sound recording","Total Value Added",3966
1966,"513","Broadcasting and telecommunications","Total Value Added",18083
1966,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",2656
1966,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",14328
1966,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",2695
1966,"524","Insurance carriers and related activities","Total Value Added",12343
1966,"531","Real estate","Total Value Added",74913
1966,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",6392
1966,"5411","Legal services","Total Value Added",5280
1966,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",12053
1966,"55","Management of companies and public relations","Total Value Added",11641
1966,"56","Administrative, support, and other business services","Total Value Added",7485
1966,"61","Educational services","Total Value Added",4603
1966,"621","Ambulatory health care services","Total Value Added",9580
1966,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",9027
1966,"624","Social assistance","Total Value Added",1169
1966,"71","All recreation industries","Total Value Added",4902
1966,"721","Accomodation","Total Value Added",4308
1966,"722","Food services and drinking places","Total Value Added",12694
1966,"81","Other services, except government","Total Value Added",21850
1966,"G","All government","Total Value Added",122172
1966,"111CA","Farms","Total Industry Output",44628
1966,"113FF","Forestry, fishing, and related activities","Total Industry Output",5547
1966,"211","Oil and gas extraction","Total Industry Output",11119
1966,"212","Mining, except oil and gas","Total Industry Output",9215
1966,"23","Construction","Total Industry Output",85876
1966,"22","Utilities","Total Industry Output",25807
1966,"321","Wood products","Total Industry Output",9551
1966,"327","Nonmetallic mineral products","Total Industry Output",14014
1966,"331","Primary metals","Total Industry Output",45334
